Airline,Rating,Reviewer Name,Date,Seat Type,Review Text
Singapore Airlines,6-Oct,ar,"09 June,",,"My trip with Singapore Airlines was Brisbane to Istanbul returning via Paris to Brisbane. I need to begin by stating that three of the four legs of this trip were fine, in comfortable aircraft with OK staff. However, the flight from Singapore to Istanbul was in an old plane (777-200) with most uncomfortable seats I have experienced. When I first sat down I thought I must have sat on something, but no, it was the thin and lumpy seat. The only way I could get comfortable was to request another pillow and blanket just to sit on. Other passengers were doing the same. My son and his partner also complained about their flight from Copenhagen to Brisbane recently with Singapore Airlines and they had the same experience, also on a 777-200. Also, in-flight entertainment screen was small, and mine stopped working halfway through the flight, so I read a book."
Singapore Airlines,3-Oct,ar,"13 May,",,"We missed our connecting flight from Singapore to Frankfurt because our flight from Koh Samui was late. First, we were only offered a flight with another stop in Zurich which we found not acceptable. After two hours waiting in the airport of Koh Samui, they organized a direct flight. All 5 family members got disconnected seats. Finally, we arrived in Frankfurt with 10 hours delay. This was not nice, but may happen. 
Even worse is that the air condition in the plain from Singapore to Frankfurt was malfunctioning. While the temperature was OK in the front of the aircraft, it was unacceptable cold and draughty in the back. For this reason, my wife stood most of the time in the aisle until after 10 hours a flight assistant could organize another seat for her. 
We complained to the airline after the flight, but were disappointed by their reply.
Food quality was also pretty bad. "
Singapore Airlines,6-Oct,ar,"17 July,",,"7 hour delay in flight after many passengers were sent back and forth to two different location x 3 times with incorrect information, I join extremely long queue to get free hotel in city tickets for the night and a meal voucher. 
After 30 minutes queuing in pain (x2 fractures in back) I left queue to see if I could find someone where in hotel to sleep but was unsuccessful.   I returned to information desk, no hotel tickets or meal voucher left and no-one to could help."
Singapore Airlines,8-Oct,ar,"01 July,",,"SIN/SGN/SIN, SIN/BKK/SIN, SIN/RGN/SIN, SIN/YVR/SIN, SIN/SFO/SIN, SIN/JFK/SIN, SIN/MLE/SIN, SIN/ICN/SIN, SIN/PVG/SIN, SIN/CGK/SIN, SIN/PER/SIN, SIN/SYD/SIN ETC...
SQ it is! 
Nothing but safety first is how I choose my carrier all over the world.  When I am on SQ, I know I am safe. 
Thank you very much SQ, for the past many years in staying excellence in service & product and putting safety first at all time. 
Cheers! "
Singapore Airlines,9-Oct,Carole Ottway,"09 January,",,"Many years ago I flew exclusively with SIA.  This time my decision was exclusively based on price difference between them and Qantas.  My memories of this airline were excellent, and overall I was pleased this time.  On the flight to Singapore, the movies selection disappointed me.   I watched a couple and was pleased I had not paid money to see them.  On the return journey, none had been added, so I did not bother.
Someone wrote about seats not being that comfortable.  I mentioned to a steward that Qantas had a covering which was placed over the seat to make it more comfortable. A blanket put on the seat resulted and improved this problem markedly.
Food was excellent as was the service.
I should mention for the benefit of passengers from Brisbane, that the food and service in the SIA lounge at Brisbane International airport was exceptional."
Singapore Airlines,10-Oct,ar,"14 January,",,Only issue is seating assignment not available early 
Singapore Airlines,6-Oct,Karen Calnin,"09 July,",,"Recently flew between Adelaide and Singapore on the medium haul 350/900. I have never felt so cramped on a medium haul flight. Once the seat in front is reclined you can hardly move. Anyone who is on the larger side will not be able to put their tray table fully down. The seats do not seem to have much padding. We did not get a meal or even a light snack on the night flight until breakfast. Queuing for the toilets is difficult due to the lack of space . 
Some people would suggest if one isnâ€™t happy then upgrade but not everyone can afford business class or even premium class. 
We have always used Singapore Airlines but if we do not have to go through Singapore in future I doubt now that we will. 
On a brighter note their long haul flights were very good but we have to take the medium haul leg as well when travelling to Europe."
Singapore Airlines,4-Oct,ar,"08 September,",,"Hi,
I just took SQ223 from Singapore to Perth today at 9:30am. 
As a frequent flyer of my own national airline, I must say I am very disappointed with the in flight experience that I received today. The standard welcome drink and peanuts were not served and the food portion was reduced and not up to standard. I wasn't even served tea or coffee after the meal. The flight attendants were moving up and down ,oblivious to serving the passengers. I have taken many SQ flights before to Perth and I have never felt so shortchanged like this morning! It seems like they are cutting corners and it can seen just from the food tray. Serving cheap Magnum ice cream instead of Haagen Dazs which we used to get. We paid the standard airfare for our economy flight and didn't expect this sort of service. I wonder why standards have slipped. 
I really hope SIA will look into this deterioration of service seriously. I am a Singaporean and I feel very ashamed that they could not maintain what made them a good airline in the first place.

May SIA seriously reflect on their service standards and not take their customers trust for granted. Cutting corners is a very dishonest way of doing business. "
Singapore Airlines,9-Oct,ar,"02 October,",,"I always fly Singapore Airlines from Manila to Australia, i tried other airlines such as Qantas, MAS, Cathay all in Business Class but none well maybe Cathy can close to second from SQ. From the check-in counter till you leave, they will take care of you. I have yet to try the long haul first class and that needs to be experienced only with Singapore. Though some of their airlines lack the flat beds going to Perth but still a good value for money or even use of miles. "
Singapore Airlines,10-Oct,ar,"15 August,",,"I traveled from SFO to BOM (via Incheon and Singapore) and back and I was extremely pleased with the service. Last time I had traveled by Emirates and it was horrible. The on-board crew were extremely courteous. Even when one of the flights was delayed due to the weather at Mumbai, information about connecting flights etc was readily available. Food, beverages and on-board entertainment was excellent. Overall a very pleasant experience."
Singapore Airlines,9-Oct,ar,"31 December,",," Amsterdam to Singapore 777-300ER
Singapore-Sydney 777-300ER

Sydney-Singapore Airbus A380
Singapore-Amsterdam 777-300ER

Alle the flights left in time,very friendly staff and good service.
Clean toilets.
A bit of a dissapointment were the desserts,I ve ordered a vegetarian meal but that included only fruit for dessert.
Would have been nice if it would have been an icecream or something like that.
Because my passport was valid for an other 5Ã‚Â½ month after departure in Amsterdam I wasn't able to check in on line nor make my own choice for a seat.
Had to check in at the airport."
Singapore Airlines,8-Oct,,"07 February,",,"Singapore airlines never fail to impress me with their quality of staff, service, food, beverages, snacks bars, in flight entertainment and arguably the best economy blankets in the sky. A recent flight to Europe was no different  except for the aircraft and their seating. Our trip involved travel on an A330, A380 and 777-200. The A330 was great - couldn't fault a thing; the A380 had less seat recline than the A330 and the seat was harder which I found uncomfortable on such a long flight; then there was the tired old 777-200... the seat whilst having the best recline of all of them had lost its ability to ""cushion"" so to speak and all the bits and pieces that are supposed to inflate to create extra support simply didn't. The in fight entertainment was also quite outdated when compared to other SIngapore Airlines aircraft. I still hold this airline up there as one of the best in the world but the in flight product continuity they used to pride themselves on is starting to wane"
Singapore Airlines,5-Oct,ar,"01 January,",,"Not worth the trouble in economy. They split my friend and I on a 17 hr flight, in spite of the fact tickets were bought five months ahead. The seat selection on the website did not work on multiple attempts. Not one of three different gate agents even tried to help us. Extremely poor customer service. Singapore did not live up to their reputation. The rest of economy was no different from any other airline. Save youraelf a headache: fly Qatar or Emirates."
Singapore Airlines,0 / 10,Charles Thompson,"31 August,",,"Singapore Airlines is rated as the best airline in the world, but their customer service has to be the worst I have dealt with. 

Singapore Air neglected to confirm my connecting flight with their partner airline, causing me to miss my flight to Singapore. When confronted with this, they offered to rebook my flight for later that night for a $400 fee and a downgrade in cabin class. Not only did they force me to pay a premium, they did not refund me the cost of the cabin upgrade that I paid for. 

I could never speak to a manager - none of my emails have been returned. They were able just to do whatever they wanted to me, and I had no power at all. Now I am going to miss my first day of my new job, I am out $400, 70000 points, and all of my stuff is in Singapore without me, and there is no option to do anything about it."
Singapore Airlines,5-Oct,ar,"16 October,",,"I recently convinced colleagues to travel to Manila for work using a combination of airlines including Singapore airlines as I had travelled happily with them some years ago.  These recent flights, however, were extremely disappointing.   The air conditioning wasn't working properly, the seats were extremely old fashioned, there was a poor selection of movies and the food was pretty awful e.g. bread rolls were hard as a rock.  I hoped it was only the Singapore to Manila route, but on the return flight from Singapore to Auckland it was equally poor, despite the plane being a newer 777.  I would really hesitate to book another flight with Singapore airlines.  Suggest you check carefully if it's likely to be a flight with an upgraded interior."
Singapore Airlines,9-Oct,ar,"10 June,",,"Have flown to UK every year for about 15 years and always had the best of attention from the staff.  The connection times from Perth to Heathrow are very convenient with a stop-over in KL of two and a half hours.
Breakfast served on KL to Perth leg has always been disappointing and needs improvement. The aircraft travelled on are A330, B777, B747 on the Perth - KL - Heathrow journey and I look forward to the A380 on the next trip in November. next"
Singapore Airlines,8-Oct,ar,"16 December,",,We as a family travelled from Brisbane to Singapore on SQ256 on 14th December 16. We were provided exceptional service by Vick and his team members. They were polite and above and beyond to make our trip very enjoyable and comfortable. Thank you. Vick and the team and Singapore airlines our favourite airline. Thanks again. Rodney John 
Singapore Airlines,10-Oct,,"12 February,",,Crew was really nice!!! If you need help they come fast to you! Seat was sooo nice but only you don't have a good engine view in the business class. What I hate on the flight was the airco I was really sick.
Singapore Airlines,10-Oct,ar,"23 April,",,"Hi Team, Thanks for giving me an opportunity to review my flight experience. I am a fairly new traveller with Singapore Airlines with 7 trips in 2014 usually from Singapore to & fro my homeland India or my reporting office in Germany. Am already on their top miles list. Today returned from my short Easter vacation with a round trip Pune-Mumbai-Singapore in Business class on 421 & 422. They got Spacious seats with extendable leg space for sleeping. Excellent Service- I was wearing a skirt & without me asking, they offered me comfy blankets & head rest within minutes on the flight journey so I wouldnt feel cold. Am also impressed that they serve the best inflight fresh food. You must not miss their 'Book the Cook'option and their speciality is the delicious Lobster Thermidor, which the stewardess recommended to me. You will return to thank me here for recommending this super menu dish for your next Singapore Airlines flight. They provide supersonic headphones, no shortage of wines & proactively assist with channel changing or games. The best of all- all of the staff pronounced my difficult name correctly and the stewardess offered to fill in my Landing visa form & to my surprise, my luggage was already towed in advance to my waiting car so I wont have to wait at the terminal after my flight.  Hats off to Singapore Airlines! You truly are the best, amongst the rest. thanks again for such an Over-the-Air experience :) - Aphrosh"
Singapore Airlines,9-Oct,ar,"04 January,",,"SFO-SIN-SFO Nov/Dec 2016  Economy class with small fee upgrade for window seat behind exit row with no seat in front of me.  A new and quiet A350 for the 15-16 hour non-stop flight.  Cabin service and in-flight entertainment were superb.  This airline knows how to make a long flight bearable.  Galley was always open to pax to get a glass of juice or water and a snack.  Sandwiches too, just ask.  Meal began with menu in economy class, then a hot cloth towel service, and then a generous meal.  Repeat again with different meal selection after 8 hours.  Cabin crew inspected restrooms hourly to replenish supplies and tidy up if needed.  SFO counter service was over the top efficient and friendly.  I felt like I was a First Class frequent flyer when I left the service counter.  A wonderful airline experience for someone accustomed to US flag carriers (mal)treatment."
Singapore Airlines,5-Oct,ar,"18 August,",,Terrible service from SIA which is reputated to provide excellent customer service. They have no integrity unlike what they preach. 
Singapore Airlines,4-Oct,ar,"23 July,",,This airline needs to lift its game. I flew Cairns to Singapore on a fully booked flight at FULL PRICEThe seats are narrow and uncomfortable. There was NO INFLIGHT ENTERTAINMENT. For six hour flight. The toilets were crowded with long waits. This is Budget standard. Not good enough.
Singapore Airlines,5-Oct,ar,"15 February,",,"I tarvelled to Kochi with my family from Brisbane on 13th December 2016 and returned to Brisbane from Kochi (India) on 20th January. We travelled Kochi every alternative year from Melbourne to Kochi since 2009 by Singapore Airlines. This tme we travelled from Brisbane. I tried Air Asia in between but went back to Singapore Airlines due to higher quality. But my latest experience with SIA has left me feeling dissapointed. On every other trip, the food we got was above average, especially for economy class,. But this time, the food was absolutely horrible. I got a pork sausage with egg and vegetables. The sausage was dry, the egg was far too cooked and the vegetables were almost raw. The second meal wasn't much better. I also noticed a dip in service quality. I had been warned by my friend that Singapore Airlines were losing their standards. He had a horrible experience but I opted to remain due to my trust in the airline. I now deeply regret this descision. "
Singapore Airlines,4-Oct,ar,"19 August,",,"Living on their reputation - old 777's showing their age, indifferent food and poor inflight entertainment only counterbalanced by attentive crew."
Singapore Airlines,8-Oct,ar,"04 October,",,"The extra legroom is good until the seat in front is reclined. The leg rest does not come up high enough and the footrest is the same as economy class. The footrest seems to be out of alignment with the passengers legs, resulting in the feet falling off to the side of the footrest. The headrest does not raise very high, causing the head  to be pushed uncomfortably forward. The headphones have a sharp ridge in the centre, hurting the ears. The wine and food are both good as is the priority boarding and baggage retrieval.  While it is better than economy, I feel it is not worth the extra cost. The main reason for this is that the comfort level is not greatly enhanced over economy."
Singapore Airlines,8-Oct,,"08 November,",,"i have travelled several with singapore airlines and as far as I am concerned they are the best inn the world. Friendly courteous staff,"
Singapore Airlines,6-Oct,ar,"03 September,",,"Food was terrible. Egg noodles was dry and taste like crap. Nasi goreng was tasteless as well. 
Airline staff was fantastic "
Singapore Airlines,9-Oct,Rafael Williams Veazey,"04 March,",,"Amazing, all round."
Singapore Airlines,9-Oct,ar,"08 June,",,"We travelled on Singapore Airlines business class from Melbourne to Hong Kong in May on the midnight flight. The service from take off to landing was first class. Tattinger champagne before and after take off and then a ''book the cook meal'', a couple of glasses of chardonnay and then a slumber before landing at Changi. 

I didn't avail myself of the bed as it is basically impossible for me to sleep - I just snooze.

We then had a connecting daylight flight to Hong Kong once again in business class. Like the flight before it, it was faultless with superb service. 

A few weeks later we flew from Bangkok to Singapore and then Singapore to Melbourne a few days later. Once again all the flights were memorable for their professional service. The only down side for us was the flight to Melbourne which left Changi at 10.45 am. As soon as the seat belt signs were off the four other people in the forward business cabin all pulled their beds out and shut down their windows resulting in the small cabin being plunged into darkness.

The planning that went into a daylight back home was completely lost so we may as well have taken an overnight flight instead. "
Singapore Airlines,10-Oct,ar,"14 July,",,"I recently traveled between Melbourne, Australia, and Singapore with Singapore airlines with my wife and 7 month old daughter in an Airbus A380.  Everything went perfectly.

I was quite anxious to be flying with a 7 month old baby but we were given bassinet seats all the way and the baby slept very well.  The kindness and consideration shown to us by the stewardess's made an enormous difference and I am so grateful to them for making it such a good trip.     

The A380 is a beautiful plane to fly in.  The take off feels more like a gentle lift than other aircraft that I have experienced and the turbulence is not so noticeable."
Singapore Airlines,7-Oct,ar,"28 February,",,"I purchased 2 economy class tickets from Singapore to Paris in February for a flight in July. I wanted to upgrade to business class with my miles. Upgrading one leg only comes at the full fare of 374,000 miles (!) for the 2 passengers and the two cheaper fares are unavailable 6 months in advance. The call center said all was booked and the waiting list for cheaper fares is already closed. I have come across this problem numerous times. I fly 250,000 miles a year with SIA. In 4 cases out of 5, the upgrade is impossible, even being a Gold Member for many years and being 5 times over the Gold membership threshold. Krysflyer loyalty program is deceiving and does not give any kind of consideration to very frequent flyers. I have given feedback on their Facebook page and their website and they don't even bother to give me any answer. I also had in the past 2 months 2 seat selections moved unilaterally and without warning by SIA from aisle to middle and discovered it when boarding the plane. All these issues show in my opinion a lack of respect to the client and a serious degradation of SIA's service quality"
Singapore Airlines,6-Oct,ar,"06 October,",,"We flew back from London to Singapore in premium economy.  We had previously flown on our outward leg 5 months before, from Singapore to Rome in premium economy as well.  I hate the seats in premium economy.  They are boring and uncomfortable.  The foot rest is a terrible design and not really thought out properly.  I could not get any sleep on the outward journey 5 months ago and was hoping it to be better on the return.  Not the case unfortunately.  The seat is still horrible.  The food is nothing special either but as always the crew are brilliant. On our second leg , Singapore to Sydney in economy the seat was a much more comfortable design. It was still just a sardine can, but much more comfortable than the premium economy seat. I do like Singapore Airlines but will not be flying with them again in premium economy. "
Singapore Airlines,6-Oct,ar,"21 July,",,"Because of dietary issues I contacted Singapore Airlines months in advance of my flight to request to be assigned a Child's Meal as I had found from previous trips that the simplicity of the Child's Meal was most suitable to my needs. My request was denied by Singapore Airlines because I was an adult. No other reason. I escalated my request but each and every time my request was denied. Of both the Low Sodium and Low Fat options I ended up selecting, each and every meal was fish which by my return flights was frustrating due to the repetitiveness and that I'm not a big fish fan. Not a big deal most people would say however during my flights back to Australia I became ill because I could barely eat any of the food. One flight didn't even have any fresh fruit available. Singapore Airlines have subsequently advised that in future I can have the Child's Meal but I won't be taking that chance after being repeatedly denied on both my outgoing and incoming flights to Australia. The lack of flexibility with the meals and the lack of imagination in the meals has turned me off. "
Singapore Airlines,7-Oct,ar,"18 November,",,"Business MEL to PVG; check-in and lounge were great as always, though the aircraft(s) getting a bit old compared to other airlines. Food was ok for business, not exceptional though. Flight to SIN was delayed and no support to reach connecting flight at Changi Airport was offered. Had to take shuttle bus and run to just sneak onto flight to PVG - older type A330 again. Luggage didn't make it to Shanghai: lost and found - handled by some Chinese CSA guys was rude very unfriendly - got 700 RMB in cash, that's it. Was on a business trip without suit and personal stuff and no one from Singapore Airline to talk to. With the connection in Singapore and arrival experience in Shanghai I am disappointed, considering this was a Business Class flight (9k AUD return). Not a bad airline but it feels they had better days. "
Singapore Airlines,9-Oct,ar,"10 March,",,SFO to HKG TO SIN flight was well staffed and service was very good. 
Singapore Airlines,5-Oct,ar,"25 April,",,"Staff appeared to be in a rush but took nearly three hours to get a meal on a flight from Singapore to Brisbane. They ran out of chicken, which was obviously popular, half way through serving economy, so didn't have dinner. Breakfast was not much better. Haven't flown with Singapore Airlines for many years and wont fly with them again. Malaysian Airlines and Qantas are far better."
Singapore Airlines,9-Oct,ar,"26 April,",,"Hot towels pre-departure and before landing.  Brilliant.  
Menus - excellent
Socks and toothbrush on long night flight and quality blanket.  Very good
Amenities supplied in loos and constant cleaning.  Very, very good.
Staff   kind, caring and very pleasant - both sectors.  And immaculately presented. 
Movies, delightfully surprised at quality.
Two criticisms, poor quality earplugs, entertainment.  Hot dish ex Melbourne, surprisingly poor and average ex Singapore.
I will not be flying Malaysian again.  Please keep up the good work."
Singapore Airlines,4-Oct,Matt Hoch,"20 January,",,"Honestly Singapore most over rated airline I've ever. Seats don't lie straight in business class, no PJs (unlike United), don't let you into their top tier lounge despite 16 hours for US$9K ONE WAY, and pilot booted a fellow pax for saying she would rather fly United.  So bad."
Singapore Airlines,8-Oct,David LEWIN,"20 December,",,Excellent service on board by all staff who addressed me by name
Singapore Airlines,6-Oct,ar,"10 November,",,"I am a star alliance gold member for the last 4 years and regular traveler on this sector ( 15-20 time last 12 months). Recently from the 1 Nov Singapore airlines has decided to replace the regular A330 service with a older much worse 777-200ER service. Singapore to Brisbane a a popular route I am surprised they would use such old dated cabin in this aircraft 

my main concern is the poor qaulity entertainment screen, also the poor meal service now converted to a brunch and every poor standard, better meal served on budget airlines. also there was no pre-drinks service before the meals.

I hope they review this and revert back to regular A330 service.     "
Singapore Airlines,8-Oct,ar,"18 October,",,Travelled with Singapore Airlines both 2014 and 2015. Perth Singapore Zurich - London Singapore Perth. Or experience was generally good.  One issue that surprised was a completely broken seat that we were allocated on the Singapore Perth leg on a 777.  Busted on terms of recline ands operation . Reported this to the General Manager Australia. Response back was ambivalent 
Singapore Airlines,6-Oct,ar,"15 February,",,"I flew on SQ 468 from Sin to Cmb on 13 Feb 2016 returning from New Zealand. One of the female cabin crew (in blue dress), a young girl in my section was requested by me for a copy of the Readers Digest magazine on boarding. She stated that she would get me the copy later. When drinks were being served, I asked for a specific drink from the same stewardess who promised to fetch same later. When meals were being cleared I reminded her about the drink for which again she said would fetch later. This was overheard by the senior flight stewardess (in red dress) who intervened, apologized for the delay and immediately got me the drink requested. Later on I reminded the young stewardess about the Readers Digest magazine for which she surprised me by LYING that the periodical was not available on board. When the senior stewardess passed me the next time I requested the magazine from her which she promptly delivered. I would have reported this matter to the senior staff if not for the short duration of the flight. 
This young stewardess is not suited to serve in such an international award winning airline. Surprised that SQ has recruited such a person/ not given her proper training."
Singapore Airlines,10-Oct,ar,"21 June,",,Love the new business class. we flew on PER LHR and return ZRH PER and it was by far the best airline experience 5 stars all around
Singapore Airlines,4-Oct,Trevor Thomson,"19 June,",,"Flew  Singapore Airlines A350 premium economy.  Melbourne to Singapore 
Our seats were in the front row of premium economy. 
There were no amenities kits but we were provided with headphones plus a blanket and a pillow which were removed by cabin staff  prior to take off and not returned.
The seats in our row looked like business class seats from about thirty years ago and were completely worn out and broken.
My inflight entertainment control was wedged into the arm rest and the seat did not recline. The cabin staff made me feel it was my fault the seats did not work.  All the seats in our row were faulty. 
Dinner was provided about 2 AM. However I already had a â€œnumb Bumâ€ by this time
Cabin service started in the rear of the aircraft and worked their way forward. Premium Economy were served last 
The meal appeared to be left overs from economy. 
I chose the beef, it came with a bread roll that was hard and dry, the beef chewy. Desert was a brown â€œPaddle Pop â€œflavoured iceâ€ 
Book the cook did not work.

Breakfast consisted of a glass of water."
Singapore Airlines,7-Oct,ar,"19 May,",,"I was disappointed with this business class trip. The flight attendants were not interested in their job and not attentive. 
 They were actively discouraging passengers to order food. Definitely deteriorated since my last Singapore AL trip which was economy and very good "
Singapore Airlines,9-Oct,ar,"31 July,",,I flew Perth to Singapore then onto Bangkok return on a 777.
Singapore Airlines,9-Oct,ar,"17 June,",,"I have been flying to Ho Chi Minh from Sydney and Brisbane return since 2003 and have no complaints with anything, service, food, inflight entertainment and seating all very good in my opinion. They are the best airline in the world, I have never had any complaints in the 10 years that I have flying with them. Once they missed a connection in Singapore but they asked me if I had to be in Ho Chi Minh that day which I didn't so they put me up overnight in Singapore in an excellent hotel, provided transport to and from the airport and all other expenses except drinks. I have travelled in just about all of their aircraft including A380, 777, A330, 747. A great airline. I use to fly QANTAS but SIA leaves them for dead."
Singapore Airlines,4-Oct,ar,"06 August,",,"Flew Singapore  from Perth - Singapore - Ho Chi Minh and Return (Economy). Outward leg could best be described as average,the aircraft was an A330 seating was hard and uncomfortable, food inflight meals pretty average the old Singapore airlines standard has long gone. The return trip was a horror particularly the Singapore -Perth leg, the cabin was plunged in to darkness after takeoff only to be illuminated an hour later for breakfast at 0200hrs. Who eats noodles and stale chicken at 2.00am. I was asleep but was woken by cabin staff for the meal. Why?  The lights remained on until about 40 minutes before we started our approach to Perth when it was plunged into darkness again  for about 20 minutes, and the incessant warnings about turbulence and not being able to serve hot beverages. On a night flight i'd like to sleep. "
Singapore Airlines,8-Oct,ar,"07 July,",,"Part 1 - Flying Brisbane Singapore Munich / Amsterdam Singapore Brisbane on A300-B777-A350-A300. The most disappointed part about the trip was the Business Class seats on the B777 and the A350.  If you slightly recline the seats your legs are up against the seat in front of you and you are unable to stretch them. There is this rediculous design that you can sit sideways in your seat and put your legs up on the bench that forms part of your bed. The seats are so wide that you can't get arm support on both sides. You either have to lean to the right or the left.  When they convert the seat into a bed the seatback is dropped down to form a flat surface. However you can't stretch out. You have to put your legs into a space to the side which means you have to sleep at an angle with your legs bent. If you want to sit up at some stage the bed has to be reconfigured into a seat with the help of a flight attendant. At least on Qantas, Cathay, American and Emirates your seat can be adjusted at any angle between upright and flat. There were no amenity packs as on Qantas. You were handed a pair of slippers, socks and mask but no toiletries although they were available in the toilets. "
Singapore Airlines,3-Oct,ar,"20 April,",,"Flew Premium Economy Singapore to Johannesburg SQ478 on April 14. Very disappointed, not a patch on Air NZ Premium Economy. Service was dreadful, no smiles, didn't seem to care we didn't touch our food which was beyond awful or drink our tea - which was weak to point of undrinkable. Reclining seat in front  crowded you, felt like Economy. Sharing tolilets with economy cabin. Dreading flight home. Not worth extra money. Staff need lesson in being friendly and attentive. As for food, worst I have had on any flight in any cabin. Will not take Singapore Airlines again. "
Singapore Airlines,10-Oct,ar,"03 January,",,"I travelled on Singapore Airlines, just today (03-01-17). I am eleven years old - and had a great experience on Business Class. I went back to my home country - the U.K., for Christmas, and was flying back Business Class (as I do every time coming back to where I am currently living - in Singapore), to resume normal life. I had a fantastic experience. The staff were amazingly kind and caring. They'd bring food and drinks around (which was amazing), and have a lovely smile, but most of all they helped me when my nose was bleeding. It was 3:00am GMT, and my parents were asleep, so I went up to ask for some tissues, and they looked after me so well, as they gave me some tissues and some warm towels, which I could wipe myself with, as the blood was over my nose and mouth. It went on my bed, so they changed it, and they were very kind as they didn't mind it. Unfourtanley I didn't catch their names but the flight was SQ321. My nose bled again, and they gave me a bag and assisted me again very kindly. I have been on Singapore Airlines before, on both Economy and Business Class, but I have never felt so looked after and had such a good experience! I would highly reccomend this airline."
Singapore Airlines,6-Oct,ar,"29 October,",,"Very disappointed with Singapore Airlines during our recent return trip to and from the UK. Firstly Pre Organised Special Meal was not given on the return trip, and when I enquired Cabin Crew denied the request was received when it had been specifically pre ordered. No alternatives were offered. Also we were not informed Upstairs Economy was not available on the return trip as we specifically booked due to my husbands Physical Disability. Water must have been rationed as we only received half plastic cups when we requested, particularly overnight. Have flown many thousand of miles with Singapore Airlines and we are very disappointed. Now looking at other Airlines for our next international trip.
EDITORS COMMENT: oh half glasses of water are very annoying - fill it up I say so we don't have to keep asking for it. "
Singapore Airlines,10-Oct,ar,"16 October,",,I love it
Singapore Airlines,5-Oct,ar,"06 March,",,"I took a flight from India to Singapore then back to Australia, during the flight my headphone jack in my seat stopped working completely, leaving me with no entertainment for the rest of the flight. And then the flight attendants forgot to serve me breakfast while they were serving everyone else breakfast; I was expecting someone to come back with mine but they never did. Extremely frustrated with the service and would never consider flying with them again."
Singapore Airlines,8-Oct,ar,"30 November,",,"We recently flew from Brisbane to Singapore on a Boeing 777 Sing to HK A380 return to Sing A380 and Sing to Brisbane ( A330) . BNE to Sing flight wasn't great as crew weren't particularly friendly one hostess quite curt actually, the pasta dish was almost inedible but breakfast was fine. Seats comfy and plenty of leg room for us. The entertainment system was poor - static interfering with movies throughout flight . The A380 return Sing - HK was awesome - quiet plane, excellent food and service was fantastic. The pilots were very good at making smooth landings unlike our previous Emerites A380 experiences. Return home Sing - BNE on A330 was good, food was fine as was the entertainment screen quality. I found the A330 a little loud but we were behind the wings so maybe that's why.  "
Singapore Airlines,10-Oct,ar,"08 December,",,"I was on the first Manchester to Houston non stop on the 30th October 2016. Everything about it was excellent. The staff, the food , the comfort all 10/10. The landing was the smoothest Ive ever experienced. Thank you. Im a nervous flyer. "
Singapore Airlines,8-Oct,ar,"07 September,",,"Singapore to Brisbane in Business Class. After having flown Economy on Singapore Airlines, I was expecting better than I received. Dreadful breakfast with tepid coffee. Good airport lounge, but Singapore Airlines seems to do Economy better than Business Class"
Singapore Airlines,7-Oct,ar,"29 July,",,the worst food ever had in my life.
Singapore Airlines,9-Oct,Thomas Reprich,"26 July,",,"From the moment we got to the check-in gate to the farewell wishes on disembarkation it felt like we had travelled back in time to the golden days of air travel â€“ this is what it was all about.

Amiable staff on the ground and in the air, a spotless, spacious and tidy cabin all made for a flight that was most enjoyable from start to finish. I will definitely spend a few dollars more to fly AQ in the future."
Singapore Airlines,6-Oct,ar,"23 June,",,"Sq235 singapore to brisbane

Business class experience not much better than australian domestic business. Plane interior fitout at the bottom end vs the competition . Seats uncomfotable, dont lay flat. Plane needs pensioning off. Staff on this flight in business were unfriendly and abrupt. Several times i experienced them pushing their way into my space to do something instead of waiting a moment. They were clearly more interested in doing tasks than their customers experience. If i have the choice in future for this leg i will choose other options. Much better offerrings available. Definitely gone downhill since my last flight and this leg flight attendants worse than the trip Brisbane to Singapore (same plane facilities though)"
Singapore Airlines,9-Oct,ar,"20 June,",,Singapore airlines couldn't of been better. We flew from Perth to Singapore Time 5 h and 25 mins. The five hour ride was a pleasure with no problems at all. The boeing 777-200 LR was an amazing plane. No turbulence was received and credit to the pilots for that. The takeoff was smooth and that was the same as the landing. I didn't have to wait to board on or off the plane. Singapore Airlines gave me no delays what so ever and i was very very happy about that. 
Singapore Airlines,2-Oct,Michael Riz,"06 January,",,"The airline lost one of my luggage and damaged the other luggage. They offered me very small compensation. I have to sue the airline and obtain a judgement against them. It's been almost four months since I obtained my judgement and they still have NOT paid me.  
michael riz 
From:michaelriz@yahoo.com
To:customerservice@singaporeair.com.sg
 
Tue, Dec 3 at 9:21 PM
 
 
This is the second time I've sent the signed form as requested!
 
Please mail me the $1700 judgement payment in the form of a cashier's check.
 
 
Kindly,
Michael Riz 
Show original message

Tue, Nov 26 at 2:28 PM
 
 
Attached, please find the filled out form that you've requested that I sign.
 
Kind Regards, 
Michael Riz"
Singapore Airlines,6-Oct,ar,"26 June,",,"I am a regular flier, (200,000km so far this year) and fly in SE Asia a lot. I used to hold Singapore Airlines up as a yardstick for the others but have noticed that their standards have dropped considerably recently. I fly business for work and economy for leisure and standards in both classes have slipped. SQ are still one of the better airlines but need to pick up their game for that statement to remain true. The equipment is good, Changi excellent (though getting way too expensive) but the in flight service and attitude of many crews leaves plenty to be desired."
